 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  136  found solution by enumeration  lp realx -41.0 --- Zero fixed vars :x147,x176,x347,x167,x302,x77,x175,x337,x351,x173,x189,x421,x346,x355,x63,x79,x144,x156,x220,x294,x303,x365,x105,x208,x293,x32,x146,x190,x67,x80,x168,x223,x305,x335,x366,x403,x425,x134,x155,x224,x274,x371,x73,x150,x179,x218,x328,x418,x29,x83,x276,x299,x315,x341,x369,x133,x166,x185,x329,x356,x106,x306,x336,x345,x407,x74,x163,x188,x296,x426,x86,x149,x177,x210,x225,x344,x354,x393,x28,x103,x164,x148,x316,x370,x180,x186,x331,x202,x349,x362,x44,x68,x183,x260,x300,x406,x178,x14,x78,x207,x228,x338,x352,x431,x59,x87,x108,x137,x143,x281,x325,x221,x359,x391,x24,x34,x82,x169,x201,x230,x242,x271,x277,x279,x339,x376,x33,x89,x94,x132,x174,x212,x238,x292,x312,x317,x377,x400,x422,x430,x448,x48,x76,x109,x135,x160,x229,x263,x324,x360,x368,x128,x415,x433,x451,x9,x45,x60,x69,x90,x191,x203,x154,x298,x313,x417,x423,x10,x62,x101,x115,x140,x195,x239,x270,x285,x314,x386,x396,x413,x446,x38,x43,x65,x97,x171,x198,x217,x222,x227,x245,x264,x321,x397,x401,x447,x22,x88,x113,x123,x130,x205,x236,x261,x16,x288,x295,x327,x410,x420,x428,x30,x47,x70,x104,x111,x124,x136,x157,x165,x215,x280,x308,x348,x96,x367,x382,x390,x439,x453,x3,x17,x51,x58,x184,x233,x244,x259,x275,x318,x374,x388,x392,x424,x25,x72,x119,x145,x151,x153,x181,x197,x204,x269,x286,x340,x343,x357,x381,x408,x432,x438,x419,x192,x460,x4,x36,x50,x107,x234,x255,x162,x291,x301,x214,x372,x373,x12,x26,x19,x39,x55,x98,x121,x158,x182,x194,x241,x243,x266,x332,x333,x363,x384,x254,x402,x454,x452,x13,x41,x49,x71,x116,x200,x196,x251,x235,x272,x161,x310,x342,x353,x358,x411,x437,x444,x441,x434,x456,x7,x15,x61,x114,x129,x37,x211,x248,x262,x267,x398,x93,x322,x380,x326,x409,x20,x31,x46,x75,x131,x100,x249,x252,x268,x273,x383,x416,x459,x2,x11,x23,x54,x110,x112,x118,x141,x172,x187,x226,x253,x283,x284,x304,x307,x319,x364,x387,x389,x414,x429,x199,x442,x449,x461,x21,x40,x52,x66,x91,x99,x125,x122,x206,x246,x256,x139,x311,x320,x323,x209,x127,x394,x405,x412,x450,x232,x462,x6,x27,x18,x53,x84,x117,x92,x152,x126,x237,x257,x258,x159,x290,x297,x309,x330,x375,x395,x435,x404,x443,x378,x458,  -- One fixed vars :x193,x56,x265,x142,x445,x287,x231,x457,x289,x455,x8,x440,x35,x120,x385,x361,x240,x42,x282,x427,x170,x85,x64,x334,x350,
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  282   node id is 19603
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_186
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_187
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_188
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_189
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_190
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_191
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_192
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_193
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_194
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_195
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_196
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_197
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_198
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_199
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_200
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_201
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_202
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_203
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_204
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_205
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_206
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_207
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_208
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_209
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_210
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_211
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_212
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_213
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_214
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_215
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_216
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_217
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_218
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_219
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_220
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_221
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_222
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_223
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_224
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_225
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_226
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_227
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_228
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_229
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_230
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_231
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_232
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_233
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_234
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_235
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_236
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_237
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_238
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_239
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_240
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_241
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_242
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_243
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_244
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_245
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_246
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_247
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_248
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_249
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_250
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_251
 WARN  2018-04-15 14:34:40,450  Enum_Solver.java  285  rect list for   constraint r_252
